Row ID,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Joined,Loaned From,Contract Valid Until,Height,Weight,Release Clause,Kit Number,Best Overall Rating
1673_FIFA23,230374,Deiverson Kaio,38,https://cdn.sofifa.net/players/230/374/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,72,72,Flamengo,https://cdn.sofifa.net/teams/1043/30.png,€750K,€19K,1902,Left,1,5,2,Medium/ Medium,Normal (170-185),No,"<span class=""pos pos28"">SUB","Jun 20, 2022",nan,2025,174cm,74kg,€1.4M,28,nan
1674_FIFA23,245305,21 L. Dálves,28,https://cdn.sofifa.net/players/245/305/21_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,80,80,,https://cdn.sofifa.net/flags/uy.png,€0,€0,1902,Right,1,3,3,High/ Low,Normal (185+),No,"<span class=""pos pos24"">RS",nan,nan,nan,188cm,83kg,nan,10,nan
1675_FIFA23,194020,Pelé,30,https://cdn.sofifa.net/players/194/020/23_60.png,Guinea Bissau,https://cdn.sofifa.net/flags/gw.png,70,70,Futebol Clube de Famalicão,https://cdn.sofifa.net/teams/112809/30.png,€1.3M,€22K,1902,Right,1,3,3,Low/ Medium,Normal (170-185),No,"<span class=""pos pos28"">SUB",nan,"<a href=""/team/69/as-monaco/"">AS Monaco</a>","Jun 30, 2023",182cm,75kg,nan,25,nan
1676_FIFA23,238050,C. Ejuke,24,https://cdn.sofifa.net/players/238/050/23_60.png,Nigeria,https://cdn.sofifa.net/flags/ng.png,76,81,Hertha BSC,https://cdn.sofifa.net/teams/166/30.png,€11.5M,€25K,1902,Right,1,3,4,High/ High,Normal (170-185),No,"<span class=""pos pos16"">LM","Aug 28, 2020",nan,2024,174cm,72kg,€20.4M,40,nan
1677_FIFA23,232823,H. Kawabe,26,https://cdn.sofifa.net/players/232/823/23_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,68,71,Grasshopper Club Zürich,https://cdn.sofifa.net/teams/322/30.png,€1.6M,€26K,1902,Right,1,3,3,Medium/ Medium,Lean (170-185),No,"<span class=""pos pos13"">RCM",nan,"<a href=""/team/110/wolverhampton-wanderers/"">Wolverhampton Wanderers</a>","Jun 30, 2023",178cm,70kg,nan,40,nan
1678_FIFA23,240683,L. Reis,22,https://cdn.sofifa.net/players/240/683/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,71,78,Hamburger SV,https://cdn.sofifa.net/teams/28/30.png,€3.8M,€9K,1902,Right,1,2,3,Medium/ High,Normal (170-185),No,"<span class=""pos pos13"">RCM","Jul 1, 2021",nan,2025,178cm,78kg,€6.8M,14,nan
1679_FIFA23,177666,21 M. Harnik,33,https://cdn.sofifa.net/players/177/666/21_60.png,Austria,https://cdn.sofifa.net/flags/at.png,71,71,SV Werder Bremen,https://cdn.sofifa.net/teams/38/30.png,€1.2M,€18K,1901,Right,2,4,3,High/ Medium,Normal (185+),Yes,"<span class=""pos pos29"">RES","Jul 1, 2018",nan,2021,186cm,80kg,€2.6M,14,nan
1680_FIFA23,259586,H. Siquet,19,https://cdn.sofifa.net/players/259/586/23_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,70,81,Sport-Club Freiburg,https://cdn.sofifa.net/teams/25/30.png,€3.3M,€7K,1901,Right,1,4,2,High/ Medium,Normal (170-185),No,"<span class=""pos pos28"">SUB","Jan 1, 2022",nan,2026,180cm,70kg,€6.3M,2,nan
1681_FIFA23,229593,M. Pjaca,27,https://cdn.sofifa.net/players/229/593/23_60.png,Croatia,https://cdn.sofifa.net/flags/hr.png,75,76,Juventus,https://cdn.sofifa.net/teams/45/30.png,€6.5M,€81K,1901,Right,2,4,3,Medium/ Medium,Normal (185+),No,"<span class=""pos pos28"">SUB","Jul 21, 2016",nan,2023,186cm,83kg,€11.5M,44,nan
1682_FIFA23,232985,T. Kunimoto,24,https://cdn.sofifa.net/players/232/985/23_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,70,77,Casa Pia,https://cdn.sofifa.net/teams/114510/30.png,€3.2M,€3K,1901,Left,1,5,4,Medium/ Medium,Normal (170-185),No,"<span class=""pos pos13"">RCM","Jul 28, 2022",nan,2024,174cm,70kg,€7.2M,14,nan
1683_FIFA23,232862,S. Nakajima,27,https://cdn.sofifa.net/players/232/862/23_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,76,76,FC Porto,https://cdn.sofifa.net/teams/236/30.png,€8M,€14K,1901,Right,1,4,4,High/ Low,Normal (170-),Yes,"<span class=""pos pos29"">RES","Jul 5, 2019",nan,2024,165cm,67kg,€16M,50,nan
1684_FIFA23,220475,A. Grassi,27,https://cdn.sofifa.net/players/220/475/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,72,73,Parma,https://cdn.sofifa.net/teams/50/30.png,€2.7M,€4K,1901,Right,1,3,2,Medium/ Medium,Lean (170-185),No,"<span class=""pos pos29"">RES","Sep 1, 2020",nan,2024,183cm,75kg,€4.5M,27,nan
1685_FIFA23,199829,Timor,32,https://cdn.sofifa.net/players/199/829/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,71,71,SD Huesca,https://cdn.sofifa.net/teams/110839/30.png,€1.2M,€7K,1901,Left,1,3,3,Medium/ High,Normal (185+),Yes,"<span class=""pos pos11"">LDM","Jan 21, 2022",nan,2024,185cm,80kg,€1.9M,4,nan
1686_FIFA23,241925,C. Führich,24,https://cdn.sofifa.net/players/241/925/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,74,78,VfB Stuttgart,https://cdn.sofifa.net/teams/36/30.png,€6M,€19K,1901,Right,1,4,3,High/ Medium,Lean (170-185),No,"<span class=""pos pos13"">RCM","Jul 19, 2021",nan,2025,181cm,70kg,€11.3M,22,nan
1687_FIFA23,224069,K. Toko Ekambi,29,https://cdn.sofifa.net/players/224/069/23_60.png,Cameroon,https://cdn.sofifa.net/flags/cm.png,78,78,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,€14M,€62K,1901,Right,2,4,3,High/ Low,Lean (185+),Yes,"<span class=""pos pos27"">LW","Jun 8, 2020",nan,2024,185cm,74kg,€26.6M,7,nan
1688_FIFA23,219984,M. Aramu,27,https://cdn.sofifa.net/players/219/984/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,74,75,Venezia FC,https://cdn.sofifa.net/teams/205/30.png,€4.9M,€5K,1901,Left,1,3,3,Medium/ Medium,Normal (170-185),No,"<span class=""pos pos18"">CAM","Jul 15, 2019",nan,2024,180cm,69kg,€8.2M,10,nan
1689_FIFA23,201955,M. Haïdara,29,https://cdn.sofifa.net/players/201/955/23_60.png,Mali,https://cdn.sofifa.net/flags/ml.png,74,74,Racing Club de Lens,https://cdn.sofifa.net/teams/64/30.png,€3.7M,€26K,1901,Left,1,3,3,Medium/ High,Normal (170-185),Yes,"<span class=""pos pos8"">LWB","Jul 1, 2018",nan,2023,179cm,76kg,€7M,21,nan
1690_FIFA23,210372,R. Ghezzal,30,https://cdn.sofifa.net/players/210/372/23_60.png,Algeria,https://cdn.sofifa.net/flags/dz.png,79,79,Beşiktaş JK,https://cdn.sofifa.net/teams/327/30.png,€17M,€61K,1901,Left,2,3,4,Medium/ Low,Lean (170-185),Yes,"<span class=""pos pos12"">RM","Aug 12, 2021",nan,2024,182cm,70kg,€34M,18,nan
1691_FIFA23,253268,22 F. Martínez,25,https://cdn.sofifa.net/players/253/268/22_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,71,72,Club León,https://cdn.sofifa.net/teams/110781/30.png,€2.2M,€16K,1900,Right,1,3,3,High/ Low,Normal (170-185),No,"<span class=""pos pos28"">SUB","Jan 1, 2022",nan,2024,175cm,74kg,€3.9M,9,nan
1692_FIFA23,258433,E. Matazo,20,https://cdn.sofifa.net/players/258/433/23_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,72,83,AS Monaco,https://cdn.sofifa.net/teams/69/30.png,€5M,€23K,1900,Right,1,3,3,High/ High,Normal (170-185),No,"<span class=""pos pos28"">SUB","Jul 1, 2019",nan,2026,174cm,67kg,€10.5M,15,nan
1693_FIFA23,251852,K. Adeyemi,20,https://cdn.sofifa.net/players/251/852/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,75,87,Borussia Dortmund,https://cdn.sofifa.net/teams/22/30.png,€13.5M,€31K,1900,Left,1,3,4,High/ Medium,Normal (170-185),No,"<span class=""pos pos12"">RM","Jul 1, 2022",nan,2027,177cm,75kg,€25.7M,27,nan
1694_FIFA23,242351,22 T. Bunmathan,31,https://cdn.sofifa.net/players/242/351/22_60.png,Thailand,https://cdn.sofifa.net/flags/th.png,70,70,Yokohama F. Marinos,https://cdn.sofifa.net/teams/101151/30.png,€1.2M,€7K,1900,Left,1,3,3,Medium/ Medium,Lean (170-185),No,"<span class=""pos pos7"">LB","Jan 4, 2020",nan,2022,171cm,62kg,€1.6M,5,nan
1695_FIFA23,204526,22 Hervías,28,https://cdn.sofifa.net/players/204/526/22_60.png,Spain,https://cdn.sofifa.net/flags/es.png,70,70,Real Valladolid CF,https://cdn.sofifa.net/teams/462/30.png,€1.6M,€7K,1900,Right,1,3,4,High/ Medium,Normal (170-185),No,"<span class=""pos pos28"">SUB","Jul 1, 2019",nan,2022,174cm,71kg,€2.6M,11,nan
1696_FIFA23,256903,Gonçalo Ramos,21,https://cdn.sofifa.net/players/256/903/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,75,85,SL Benfica,https://cdn.sofifa.net/teams/234/30.png,€12.5M,€11K,1900,Right,1,4,2,High/ Medium,Normal (185+),No,"<span class=""pos pos25"">ST","Jan 13, 2019",nan,2025,185cm,82kg,€27.5M,88,nan
1697_FIFA23,225040,D. Liotti,28,https://cdn.sofifa.net/players/225/040/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,68,68,Urbs Reggina 1914 ,https://cdn.sofifa.net/teams/203/30.png,€1.1M,€1K,1900,Left,1,3,2,High/ Medium,Normal (170-185),No,"<span class=""pos pos7"">LB","Jan 9, 2020",nan,2023,180cm,75kg,€1.7M,94,nan
1698_FIFA23,161648,22 H. Ben Arfa,34,https://cdn.sofifa.net/players/161/648/22_60.png,France,https://cdn.sofifa.net/flags/fr.png,75,75,LOSC Lille,https://cdn.sofifa.net/teams/65/30.png,€2.7M,€34K,1900,Left,3,4,5,Low/ Low,Lean (170-185),Yes,"<span class=""pos pos28"">SUB","Jan 19, 2022",nan,2022,180cm,78kg,€5.1M,11,nan
1699_FIFA23,192086,A. Kokorin,31,https://cdn.sofifa.net/players/192/086/23_60.png,Russia,https://cdn.sofifa.net/flags/ru.png,72,72,Fiorentina,https://cdn.sofifa.net/teams/110374/30.png,€2M,€36K,1900,Right,2,3,4,High/ Medium,Normal (170-185),No,"<span class=""pos pos29"">RES","Jan 27, 2021",nan,2024,184cm,83kg,€3.4M,91,nan
1700_FIFA23,212230,Iuri Medeiros,27,https://cdn.sofifa.net/players/212/230/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,76,76,SC Braga,https://cdn.sofifa.net/teams/1896/30.png,€8M,€16K,1900,Left,2,3,4,High/ Medium,Lean (170-185),No,"<span class=""pos pos12"">RM","Aug 3, 2020",nan,2026,174cm,64kg,€16M,45,nan
1701_FIFA23,239704,K. Wagner,25,https://cdn.sofifa.net/players/239/704/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,75,79,Philadelphia Union,https://cdn.sofifa.net/teams/112134/30.png,€7M,€8K,1900,Left,1,3,2,High/ Medium,Normal (170-185),Yes,"<span class=""pos pos7"">LB","Feb 6, 2019",nan,2022,182cm,78kg,€11M,27,nan
1702_FIFA23,205257,N. Sliti,29,https://cdn.sofifa.net/players/205/257/23_60.png,Tunisia,https://cdn.sofifa.net/flags/tn.png,76,76,Ettifaq FC,https://cdn.sofifa.net/teams/112096/30.png,€7.5M,€30K,1899,Right,1,3,4,Medium/ Medium,Stocky (170-185),No,"<span class=""pos pos16"">LM","Aug 11, 2019",nan,2023,173cm,78kg,€12.4M,10,nan
1703_FIFA23,197061,J. Matip,30,https://cdn.sofifa.net/players/197/061/23_60.png,Cameroon,https://cdn.sofifa.net/flags/cm.png,84,84,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€34.5M,€140K,1899,Right,2,2,2,Medium/ Medium,Lean (185+),Yes,"<span class=""pos pos4"">RCB","Jul 1, 2016",nan,2024,194cm,90kg,€63.8M,32,nan
1704_FIFA23,234612,J. Ikoné,24,https://cdn.sofifa.net/players/234/612/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,78,82,Fiorentina,https://cdn.sofifa.net/teams/110374/30.png,€20M,€50K,1899,Left,3,3,4,High/ Medium,Normal (170-185),Yes,"<span class=""pos pos28"">SUB","Jan 3, 2022",nan,2026,175cm,73kg,€35.5M,11,nan
1705_FIFA23,229207,Àlex Corredera,26,https://cdn.sofifa.net/players/229/207/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,72,75,CD Tenerife,https://cdn.sofifa.net/teams/260/30.png,€3M,€8K,1899,Left,1,2,3,High/ Medium,Normal (170-185),No,"<span class=""pos pos15"">LCM","Jul 1, 2021",nan,2024,178cm,72kg,€5M,6,nan
1706_FIFA23,236260,22 A. Santamaría,29,https://cdn.sofifa.net/players/236/260/22_60.png,Peru,https://cdn.sofifa.net/flags/pe.png,72,72,Club Atlas,https://cdn.sofifa.net/teams/101114/30.png,€2M,€10K,1899,Right,1,3,3,Medium/ High,Normal (170-185),No,"<span class=""pos pos4"">RCB","Jan 1, 2019",nan,2025,184cm,79kg,€3.4M,5,nan
1707_FIFA23,195093,Willian José,30,https://cdn.sofifa.net/players/195/093/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,78,78,Real Betis Balompié,https://cdn.sofifa.net/teams/449/30.png,€14M,€28K,1899,Right,2,4,4,Medium/ Low,Normal (185+),Yes,"<span class=""pos pos28"">SUB","Jun 3, 2022",nan,2026,189cm,91kg,€29.4M,12,nan
1708_FIFA23,251530,Nuno Tavares,22,https://cdn.sofifa.net/players/251/530/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,73,80,Olympique de Marseille,https://cdn.sofifa.net/teams/219/30.png,€6M,€42K,1899,Left,1,4,3,High/ Medium,Lean (170-185),Yes,"<span class=""pos pos16"">LM",nan,"<a href=""/team/1/arsenal/"">Arsenal</a>","Jun 30, 2023",183cm,75kg,nan,30,nan
1709_FIFA23,257057,A. Onana,20,https://cdn.sofifa.net/players/257/057/23_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,74,84,Everton,https://cdn.sofifa.net/teams/7/30.png,€8.5M,€22K,1899,Right,1,4,3,Medium/ High,Normal (185+),No,"<span class=""pos pos28"">SUB","Aug 9, 2022",nan,2027,195cm,76kg,€17.9M,8,nan
1710_FIFA23,218744,J. Byrne,26,https://cdn.sofifa.net/players/218/744/23_60.png,Republic of Ireland,https://cdn.sofifa.net/flags/ie.png,70,71,Shamrock Rovers,https://cdn.sofifa.net/teams/306/30.png,€1.9M,€3K,1899,Right,1,3,3,Medium/ Low,Lean (170-185),No,"<span class=""pos pos23"">RW","Jan 1, 2022",nan,2023,175cm,73kg,€3.1M,29,nan
1711_FIFA23,256167,E. Cañete,23,https://cdn.sofifa.net/players/256/167/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,70,78,Unión de Santa Fe,https://cdn.sofifa.net/teams/111716/30.png,€3.5M,€7K,1899,Right,1,3,3,High/ Medium,Normal (170-185),No,"<span class=""pos pos28"">SUB","Mar 1, 2020",nan,2025,175cm,74kg,€6M,10,nan
1712_FIFA23,223747,S. Kingsley,27,https://cdn.sofifa.net/players/223/747/23_60.png,Scotland,https://cdn.sofifa.net/flags/gb-sct.png,71,72,Heart of Midlothian,https://cdn.sofifa.net/teams/80/30.png,€1.9M,€5K,1899,Left,1,2,2,High/ Medium,Normal (170-185),Yes,"<span class=""pos pos6"">LCB","Oct 6, 2020",nan,2025,178cm,77kg,€3.6M,3,nan
1713_FIFA23,245741,J. Lindstrøm,22,https://cdn.sofifa.net/players/245/741/23_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,75,84,Eintracht Frankfurt,https://cdn.sofifa.net/teams/1824/30.png,€12.5M,€22K,1899,Right,1,3,3,High/ Medium,Lean (170-185),No,"<span class=""pos pos28"">SUB","Jul 11, 2021",nan,2026,182cm,66kg,€23.8M,29,nan
1714_FIFA23,239475,J. González,23,https://cdn.sofifa.net/players/239/475/23_60.png,Mexico,https://cdn.sofifa.net/flags/mx.png,71,76,Minnesota United FC,https://cdn.sofifa.net/teams/111138/30.png,€2.8M,€5K,1898,Right,1,3,3,Medium/ High,Lean (170-185),No,"<span class=""pos pos28"">SUB","Jul 1, 2017",nan,2023,173cm,68kg,€4.4M,6,nan
1715_FIFA23,246172,S. Chukwueze,23,https://cdn.sofifa.net/players/246/172/23_60.png,Nigeria,https://cdn.sofifa.net/flags/ng.png,79,85,Villarreal CF,https://cdn.sofifa.net/teams/483/30.png,€27.5M,€32K,1898,Left,1,2,4,High/ Low,Normal (170-185),No,"<span class=""pos pos28"">SUB","Oct 7, 2018",nan,2024,172cm,70kg,€63.3M,11,nan
1716_FIFA23,235355,D. Duarte,22,https://cdn.sofifa.net/players/235/355/23_60.png,Cape Verde Islands,https://cdn.sofifa.net/flags/cv.png,68,74,Fortuna Sittard,https://cdn.sofifa.net/teams/634/30.png,€1.9M,€6K,1898,Right,1,3,3,High/ High,Normal (170-185),No,"<span class=""pos pos15"">LCM","Aug 12, 2021",nan,2024,177cm,72kg,€3.2M,6,nan
1717_FIFA23,221125,S. Driussi,26,https://cdn.sofifa.net/players/221/125/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,78,81,Austin FC,https://cdn.sofifa.net/teams/114161/30.png,€18.5M,€11K,1898,Right,1,2,3,High/ Medium,Normal (170-185),No,"<span class=""pos pos18"">CAM","Jul 29, 2021",nan,2024,179cm,79kg,€29.1M,7,nan
1718_FIFA23,233230,K. Mac Allister,24,https://cdn.sofifa.net/players/233/230/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,74,77,Argentinos Juniors,https://cdn.sofifa.net/teams/111019/30.png,€5M,€10K,1898,Right,1,3,2,Medium/ Medium,Stocky (170-185),No,"<span class=""pos pos4"">RCB","Jan 1, 2016",nan,2023,175cm,72kg,€7.9M,4,nan
1719_FIFA23,214990,M. Catalán,29,https://cdn.sofifa.net/players/214/990/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,72,72,Club Atlético Talleres,https://cdn.sofifa.net/teams/112670/30.png,€2M,€11K,1898,Right,1,2,2,High/ Medium,Normal (170-185),No,"<span class=""pos pos4"">RCB","Jan 1, 2021",nan,2023,182cm,78kg,€3M,4,nan
1720_FIFA23,215700,L. O'Nien,27,https://cdn.sofifa.net/players/215/700/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,67,69,Sunderland,https://cdn.sofifa.net/teams/106/30.png,€1.1M,€6K,1898,Right,1,4,2,Medium/ High,Lean (170-185),No,"<span class=""pos pos28"">SUB","Jul 30, 2018",nan,2024,174cm,74kg,€2.1M,13,nan
1721_FIFA23,224242,D. Luckassen,26,https://cdn.sofifa.net/players/224/242/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,71,73,PSV,https://cdn.sofifa.net/teams/247/30.png,€2M,€10K,1898,Right,1,3,2,Medium/ Medium,Normal (185+),No,"<span class=""pos pos28"">SUB","Jul 10, 2017",nan,2023,186cm,78kg,€3M,26,nan
1722_FIFA23,244749,N. Aguerd,26,https://cdn.sofifa.net/players/244/749/23_60.png,Morocco,https://cdn.sofifa.net/flags/ma.png,80,83,West Ham United,https://cdn.sofifa.net/teams/19/30.png,€24.5M,€70K,1898,Left,2,3,2,Medium/ Medium,Normal (185+),No,"<span class=""pos pos6"">LCB","Jul 1, 2022",nan,2027,188cm,76kg,€48.4M,27,nan
1723_FIFA23,236295,Aarón,25,https://cdn.sofifa.net/players/236/295/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,75,78,1. FSV Mainz 05,https://cdn.sofifa.net/teams/169/30.png,€7M,€22K,1898,Left,1,3,3,Medium/ Medium,Lean (170-185),Yes,"<span class=""pos pos8"">LWB","Nov 5, 2018",nan,2023,178cm,70kg,€12.4M,3,nan
1724_FIFA23,253537,22 B. Castillo,22,https://cdn.sofifa.net/players/253/537/22_60.png,Ecuador,https://cdn.sofifa.net/flags/ec.png,76,81,Barcelona Sporting Club,https://cdn.sofifa.net/teams/110981/30.png,€11M,€1K,1898,Right,1,2,3,High/ Medium,Lean (170-185),No,"<span class=""pos pos3"">RB","Jan 1, 2018",nan,2025,171cm,64kg,€25M,26,nan
1725_FIFA23,247729,André Almeida,22,https://cdn.sofifa.net/players/247/729/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,73,81,Vitória de Guimarães,https://cdn.sofifa.net/teams/1887/30.png,€7M,€8K,1898,Right,1,3,3,Medium/ Low,Lean (170-185),No,"<span class=""pos pos15"">LCM","Jul 1, 2016",nan,2023,176cm,70kg,€16.1M,70,nan
1726_FIFA23,205114,22 T. Inui,33,https://cdn.sofifa.net/players/205/114/22_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,74,74,Cerezo Osaka,https://cdn.sofifa.net/teams/101148/30.png,€2.6M,€9K,1897,Right,1,4,4,Medium/ Medium,Normal (170-),Yes,"<span class=""pos pos28"">SUB","Aug 31, 2021",nan,2024,169cm,69kg,€3.3M,8,nan
1727_FIFA23,237321,M. Berisha,24,https://cdn.sofifa.net/players/237/321/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,73,78,Fenerbahçe SK,https://cdn.sofifa.net/teams/326/30.png,€4.7M,€43K,1897,Right,1,3,3,High/ Medium,Normal (185+),No,"<span class=""pos pos28"">SUB","Sep 2, 2021",nan,2025,188cm,79kg,€9.3M,11,nan
1728_FIFA23,231280,Iván Alejo,27,https://cdn.sofifa.net/players/231/280/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,75,75,Cádiz CF,https://cdn.sofifa.net/teams/1968/30.png,€6M,€27K,1897,Right,1,3,4,Medium/ Medium,Lean (170-185),Yes,"<span class=""pos pos12"">RM","Aug 4, 2020",nan,2025,184cm,76kg,€12.6M,11,nan
1729_FIFA23,239368,M. Bakker,22,https://cdn.sofifa.net/players/239/368/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,75,81,Bayer 04 Leverkusen,https://cdn.sofifa.net/teams/32/30.png,€8.5M,€33K,1897,Left,1,2,2,Medium/ Medium,Normal (185+),Yes,"<span class=""pos pos28"">SUB","Jul 12, 2021",nan,2025,185cm,85kg,€16.2M,5,nan
1730_FIFA23,230850,G. Cimirot,29,https://cdn.sofifa.net/players/230/850/23_60.png,Bosnia and Herzegovina,https://cdn.sofifa.net/flags/ba.png,71,71,Standard de Liège,https://cdn.sofifa.net/teams/232/30.png,€1.6M,€10K,1897,Right,1,3,3,High/ High,Normal (170-185),No,"<span class=""pos pos11"">LDM","Jan 26, 2018",nan,2023,178cm,76kg,€2.4M,8,nan
1731_FIFA23,246814,Í. Jóhannesson,19,https://cdn.sofifa.net/players/246/814/23_60.png,Iceland,https://cdn.sofifa.net/flags/is.png,67,82,F.C. København,https://cdn.sofifa.net/teams/819/30.png,€2.4M,€5K,1897,Left,1,3,3,High/ High,Lean (170-185),No,"<span class=""pos pos12"">RM","Aug 31, 2021",nan,2026,180cm,72kg,€4.6M,8,nan
1732_FIFA23,254254,21 H. Fathi,26,https://cdn.sofifa.net/players/254/254/21_60.png,Egypt,https://cdn.sofifa.net/flags/eg.png,69,70,,https://cdn.sofifa.net/flags/eg.png,€0,€0,1897,Right,1,3,2,High/ Medium,Normal (170-185),No,"<span class=""pos pos28"">SUB",nan,nan,nan,180cm,70kg,nan,5,nan
1733_FIFA23,242045,M. Ashimeru,24,https://cdn.sofifa.net/players/242/045/23_60.png,Ghana,https://cdn.sofifa.net/flags/gh.png,71,76,RSC Anderlecht,https://cdn.sofifa.net/teams/229/30.png,€2.8M,€12K,1897,Right,1,3,3,Medium/ Medium,Lean (170-185),No,"<span class=""pos pos13"">RCM","Jun 8, 2021",nan,2025,182cm,72kg,€4.4M,18,nan
1734_FIFA23,269509,D. Douděra,24,https://cdn.sofifa.net/players/269/509/23_60.png,Czech Republic,https://cdn.sofifa.net/flags/cz.png,72,77,SK Slavia Praha,https://cdn.sofifa.net/teams/266/30.png,€3.3M,€750,1897,Right,1,2,2,High/ Medium,Lean (170-185),No,"<span class=""pos pos3"">RB","Jun 21, 2022",nan,2025,175cm,66kg,€7.5M,21,nan
1735_FIFA23,261616,Q. Merlin,20,https://cdn.sofifa.net/players/261/616/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,70,84,FC Nantes,https://cdn.sofifa.net/teams/71/30.png,€3.7M,€9K,1897,Left,1,2,3,High/ Medium,Normal (170-185),No,"<span class=""pos pos8"">LWB","Jul 1, 2020",nan,2026,173cm,67kg,€9.7M,29,nan
1736_FIFA23,270571,Gabriel Sara,23,https://cdn.sofifa.net/players/270/571/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,73,81,Norwich City,https://cdn.sofifa.net/teams/1792/30.png,€7M,€29K,1896,Left,1,3,3,High/ Medium,Stocky (170-185),No,"<span class=""pos pos28"">SUB","Jul 15, 2022",nan,2026,177cm,78kg,€14.7M,17,nan
1737_FIFA23,230406,Guilson Paiva,26,https://cdn.sofifa.net/players/230/406/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,78,78,Flamengo,https://cdn.sofifa.net/teams/1043/30.png,€15.5M,€40K,1896,Right,1,4,3,Medium/ Medium,Lean (170-185),No,"<span class=""pos pos23"">RW","Jun 20, 2022",nan,2025,173cm,72kg,€27.9M,21,nan
1738_FIFA23,254796,N. Madueke,20,https://cdn.sofifa.net/players/254/796/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,77,86,PSV,https://cdn.sofifa.net/teams/247/30.png,€23M,€16K,1896,Left,1,4,4,Medium/ Low,Lean (170-185),Yes,"<span class=""pos pos29"">RES","Dec 21, 2019",nan,2025,182cm,70kg,€36.8M,10,nan
1739_FIFA23,216549,A. Sørloth,26,https://cdn.sofifa.net/players/216/549/23_60.png,Norway,https://cdn.sofifa.net/flags/no.png,76,78,RB Leipzig,https://cdn.sofifa.net/teams/112172/30.png,€9.5M,€48K,1896,Left,1,4,3,High/ Medium,Normal (185+),Yes,"<span class=""pos pos12"">RM",nan,nan,nan,194cm,90kg,€16.9M,19,nan
1740_FIFA23,238194,22 N. Bustos,22,https://cdn.sofifa.net/players/238/194/22_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,73,80,Girona FC,https://cdn.sofifa.net/teams/110062/30.png,€6M,€71K,1896,Right,1,2,3,High/ Low,Lean (170-185),No,"<span class=""pos pos28"">SUB",nan,"<a href=""/team/10/manchester-city/"">Manchester City</a>","Jun 30, 2022",176cm,64kg,nan,19,nan
1741_FIFA23,188081,22 Alex Teixeira,31,https://cdn.sofifa.net/players/188/081/22_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,76,76,Beşiktaş JK,https://cdn.sofifa.net/teams/327/30.png,€6M,€40K,1896,Right,3,4,4,High/ Low,Normal (170-185),No,"<span class=""pos pos27"">LW","Aug 10, 2021",nan,2023,173cm,68kg,€12M,90,nan
